id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
59,横浜市戸塚区,横浜市戸塚区平戸4丁目,,,,,,,,,,,0
60,横浜市戸塚区,横浜市戸塚区平戸5丁目,,,,,,,,,,,0
61,鎌倉市,鎌倉市稲村ガ崎,,,,,,,,,,,0
62,鎌倉市,鎌倉市岡本,,,,,,,,,,,0
63,鎌倉市,鎌倉市梶原,,,,,,,,,,,0
64,鎌倉市,鎌倉市鎌倉山,,,,,,,,,,,0
65,鎌倉市,鎌倉市関谷,,,,,,,,,,,0
66,鎌倉市,鎌倉市岩瀬,,,,,,,,,,,0
67,鎌倉市,鎌倉市極楽寺,,,,,,,,,,,0
68,鎌倉市,鎌倉市玉縄,,,,,,,,,,,0
69,鎌倉市,鎌倉市御成町,,,,,,,,,,,0
70,鎌倉市,鎌倉市高野,,,,,,,,,,,0
71,鎌倉市,鎌倉市腰越,,,,,,,,,,,0
72,鎌倉市,鎌倉市今泉,,,,,,,,,,,0
73,鎌倉市,鎌倉市今泉台,,,,,,,,,,,0
74,鎌倉市,鎌倉市佐助,,,,,,,,,,,0
75,鎌倉市,鎌倉市材木座,,,,,,,,,,,0
76,鎌倉市,鎌倉市坂ノ下,,,,,,,,,,,0
77,鎌倉市,鎌倉市笹目町,,,,,,,,,,,0
78,鎌倉市,鎌倉市山ノ内,,,,,,,,,,,0
79,鎌倉市,鎌倉市山崎,,,,,,,,,,,0
80,鎌倉市,鎌倉市寺分,,,,,,,,,,,0
81,鎌倉市,鎌倉市七里ガ浜,,,,,,,,,,,0
82,鎌倉市,鎌倉市七里ガ浜東,,,,,,,,,,,0
83,鎌倉市,鎌倉市手広,,,,,,,,,,,0
84,鎌倉市,鎌倉市十二所,,,,,,,,,,,0
85,鎌倉市,鎌倉市小袋谷,,,,,,,,,,,0
86,鎌倉市,鎌倉市小町,,,,,,,,,,,0
87,鎌倉市,鎌倉市上町屋,,,,,,,,,,,0
88,鎌倉市,鎌倉市城廻,,,,,,,,,,,0
89,鎌倉市,鎌倉市常盤,,,,,,,,,,,0
90,鎌倉市,鎌倉市浄明寺,,,,,,,,,,,0
91,鎌倉市,鎌倉市植木,,,,,,,,,,,0
92,鎌倉市,鎌倉市西鎌倉,,,,,,,,,,,0
93,鎌倉市,鎌倉市西御門,,,,,,,,,,,0
94,鎌倉市,鎌倉市雪ノ下,,,,,,,,,,,0
95,鎌倉市,鎌倉市扇ガ谷,,,,,,,,,,,0
96,鎌倉市,鎌倉市台,,,,,,,,,,,0
97,鎌倉市,鎌倉市大船,,,,,,,,,,,0
98,鎌倉市,鎌倉市大町,,,,,,,,,,,0
99,鎌倉市,鎌倉市長谷,,,,,,,,,,,0
100,鎌倉市,鎌倉市津,,,,,,,,,,,0
101,鎌倉市,鎌倉市津西,,,,,,,,,,,0
102,鎌倉市,鎌倉市笛田,,,,,,,,,,,0
103,鎌倉市,鎌倉市二階堂,,,,,,,,,,,0
104,鎌倉市,鎌倉市由比ガ浜,,,,,,,,,,,0
105,鎌倉市,鎌倉市稲村ガ崎1丁目,,,,,,,,,,,0
106,鎌倉市,鎌倉市稲村ガ崎2丁目,,,,,,,,,,,0
107,鎌倉市,鎌倉市稲村ガ崎3丁目,,,,,,,,,,,0
108,鎌倉市,鎌倉市稲村ガ崎4丁目,,,,,,,,,,,0
109,鎌倉市,鎌倉市稲村ガ崎5丁目,,,,,,,,,,,0
110,鎌倉市,鎌倉市岡本1丁目,,,,,,,,,,,0
111,鎌倉市,鎌倉市岡本2丁目,,,,,,,,,,,0
112,鎌倉市,鎌倉市梶原1丁目,,,,,,,,,,,0
113,鎌倉市,鎌倉市梶原2丁目,,,,,,,,,,,0
114,鎌倉市,鎌倉市梶原3丁目,,,,,,,,,,,0
115,鎌倉市,鎌倉市梶原4丁目,,,,,,,,,,,0
116,鎌倉市,鎌倉市梶原5丁目,,,,,,,,,,,0
117,鎌倉市,鎌倉市鎌倉山1丁目,,,,,,,,,,,0
118,鎌倉市,鎌倉市鎌倉山2丁目,,,,,,,,,,,0
119,鎌倉市,鎌倉市鎌倉山3丁目,,,,,,,,,,,0
120,鎌倉市,鎌倉市鎌倉山4丁目,,,,,,,,,,,0
121,鎌倉市,鎌倉市岩瀬1丁目,,,,,,,,,,,0
122,鎌倉市,鎌倉市極楽寺1丁目,,,,,,,,,,,0
123,鎌倉市,鎌倉市極楽寺2丁目,,,,,,,,,,,0
124,鎌倉市,鎌倉市極楽寺3丁目,,,,,,,,,,,0
125,鎌倉市,鎌倉市極楽寺4丁目,,,,,,,,,,,0
126,鎌倉市,鎌倉市玉縄1丁目,,,,,,,,,,,0
127,鎌倉市,鎌倉市玉縄2丁目,,,,,,,,,,,0
128,鎌倉市,鎌倉市玉縄3丁目,,,,,,,,,,,0
129,鎌倉市,鎌倉市玉縄4丁目,,,,,,,,,,,0
130,鎌倉市,鎌倉市玉縄5丁目,,,,,,,,,,,0
131,鎌倉市,鎌倉市腰越1丁目,,,,,,,,,,,0
132,鎌倉市,鎌倉市腰越2丁目,,,,,,,,,,,0
133,鎌倉市,鎌倉市腰越3丁目,,,,,,,,,,,0
134,鎌倉市,鎌倉市腰越4丁目,,,,,,,,,,,0
135,鎌倉市,鎌倉市腰越5丁目,,,,,,,,,,,0
136,鎌倉市,鎌倉市今泉1丁目,,,,,,,,,,,0
137,鎌倉市,鎌倉市今泉2丁目,,,,,,,,,,,0
138,鎌倉市,鎌倉市今泉3丁目,,,,,,,,,,,0
139,鎌倉市,鎌倉市今泉4丁目,,,,,,,,,,,0
140,鎌倉市,鎌倉市今泉5丁目,,,,,,,,,,,0
141,鎌倉市,鎌倉市今泉台1丁目,,,,,,,,,,,0
142,鎌倉市,鎌倉市今泉台2丁目,,,,,,,,,,,0
143,鎌倉市,鎌倉市今泉台3丁目,,,,,,,,,,,0
144,鎌倉市,鎌倉市今泉台4丁目,,,,,,,,,,,0
145,鎌倉市,鎌倉市今泉台5丁目,,,,,,,,,,,0
146,鎌倉市,鎌倉市今泉台6丁目,,,,,,,,,,,0
147,鎌倉市,鎌倉市今泉台7丁目,,,,,,,,,,,0
148,鎌倉市,鎌倉市佐助1丁目,,,,,,,,,,,0
149,鎌倉市,鎌倉市佐助2丁目,,,,,,,,,,,0
150,鎌倉市,鎌倉市材木座1丁目,,,,,,,,,,,0
151,鎌倉市,鎌倉市材木座2丁目,,,,,,,,,,,0
152,鎌倉市,鎌倉市材木座3丁目,,,,,,,,,,,0
153,鎌倉市,鎌倉市材木座4丁目,,,,,,,,,,,0
154,鎌倉市,鎌倉市材木座5丁目,,,,,,,,,,,0
155,鎌倉市,鎌倉市材木座6丁目,,,,,,,,,,,0
156,鎌倉市,鎌倉市寺分1丁目,,,,,,,,,,,0
157,鎌倉市,鎌倉市寺分2丁目,,,,,,,,,,,0
158,鎌倉市,鎌倉市寺分3丁目,,,,,,,,,,,0
159,鎌倉市,鎌倉市七里ガ浜1丁目,,,,,,,,,,,0
160,鎌倉市,鎌倉市七里ガ浜2丁目,,,,,,,,,,,0
161,鎌倉市,鎌倉市七里ガ浜東1丁目,,,,,,,,,,,0
162,鎌倉市,鎌倉市七里ガ浜東2丁目,,,,,,,,,,,0
163,鎌倉市,鎌倉市七里ガ浜東3丁目,,,,,,,,,,,0
164,鎌倉市,鎌倉市七里ガ浜東4丁目,,,,,,,,,,,0
165,鎌倉市,鎌倉市七里ガ浜東5丁目,,,,,,,,,,,0
166,鎌倉市,鎌倉市手広1丁目,,,,,,,,,,,0
167,鎌倉市,鎌倉市手広2丁目,,,,,,,,,,,0
168,鎌倉市,鎌倉市手広3丁目,,,,,,,,,,,0
169,鎌倉市,鎌倉市手広4丁目,,,,,,,,,,,0
170,鎌倉市,鎌倉市手広5丁目,,,,,,,,,,,0
171,鎌倉市,鎌倉市手広6丁目,,,,,,,,,,,0
172,鎌倉市,鎌倉市小袋谷1丁目,,,,,,,,,,,0
173,鎌倉市,鎌倉市小袋谷2丁目,,,,,,,,,,,0
174,鎌倉市,鎌倉市小町1丁目,,,,,,,,,,,0
175,鎌倉市,鎌倉市小町2丁目,,,,,,,,,,,0
176,鎌倉市,鎌倉市小町3丁目,,,,,,,,,,,0
177,鎌倉市,鎌倉市浄明寺1丁目,,,,,,,,,,,0
178,鎌倉市,鎌倉市浄明寺2丁目,,,,,,,,,,,0
179,鎌倉市,鎌倉市浄明寺3丁目,,,,,,,,,,,0
180,鎌倉市,鎌倉市浄明寺4丁目,,,,,,,,,,,0
181,鎌倉市,鎌倉市浄明寺5丁目,,,,,,,,,,,0
182,鎌倉市,鎌倉市浄明寺6丁目,,,,,,,,,,,0
183,鎌倉市,鎌倉市西鎌倉1丁目,,,,,,,340,政策ビラ,,,340
184,鎌倉市,鎌倉市西鎌倉2丁目,,,,,,,,,,,0
185,鎌倉市,鎌倉市西鎌倉3丁目,,,,,,,246,政策ビラ,,,246
186,鎌倉市,鎌倉市西鎌倉4丁目,,,,,,,49,政策ビラ,,,49
187,鎌倉市,鎌倉市西御門1丁目,,,,,,,,,,,0
188,鎌倉市,鎌倉市西御門2丁目,,,,,,,,,,,0
189,鎌倉市,鎌倉市雪ノ下1丁目,,,,,,,,,,,0
190,鎌倉市,鎌倉市雪ノ下2丁目,,,,,,,,,,,0
191,鎌倉市,鎌倉市雪ノ下3丁目,,,,,,,,,,,0
192,鎌倉市,鎌倉市雪ノ下4丁目,,,,,,,,,,,0
193,鎌倉市,鎌倉市雪ノ下5丁目,,,,,,,,,,,0
194,鎌倉市,鎌倉市扇ガ谷1丁目,,,,,,,,,,,0
195,鎌倉市,鎌倉市扇ガ谷2丁目,,,,,,,,,,,0
196,鎌倉市,鎌倉市扇ガ谷3丁目,,,,,,,,,,,0
197,鎌倉市,鎌倉市扇ガ谷4丁目,,,,,,,,,,,0
198,鎌倉市,鎌倉市台1丁目,,,,,,,,,,,0
199,鎌倉市,鎌倉市台2丁目,,,,,,,,,,,0
200,鎌倉市,鎌倉市台3丁目,,,,,,,,,,,0
201,鎌倉市,鎌倉市台4丁目,,,,,,,,,,,0
202,鎌倉市,鎌倉市台5丁目,,,,,,,,,,,0
203,鎌倉市,鎌倉市大船1丁目,,,,,,,,,,,0
204,鎌倉市,鎌倉市大船2丁目,,,,,,,,,,,0
205,鎌倉市,鎌倉市大船3丁目,,,,,,,,,,,0
206,鎌倉市,鎌倉市大船4丁目,,,,,,,,,,,0
207,鎌倉市,鎌倉市大船5丁目,,,,,,,,,,,0
208,鎌倉市,鎌倉市大船6丁目,,,,,,,,,,,0
209,鎌倉市,鎌倉市大町1丁目,,,,,,,,,,,0
210,鎌倉市,鎌倉市大町2丁目,,,,,,,,,,,0
211,鎌倉市,鎌倉市大町3丁目,,,,,,,,,,,0
212,鎌倉市,鎌倉市大町4丁目,,,,,,,,,,,0
213,鎌倉市,鎌倉市大町5丁目,,,,,,,,,,,0
214,鎌倉市,鎌倉市大町6丁目,,,,,,,,,,,0
215,鎌倉市,鎌倉市大町7丁目,,,,,,,,,,,0
216,鎌倉市,鎌倉市長谷1丁目,,,,,,,,,,,0
217,鎌倉市,鎌倉市長谷2丁目,,,,,,,,,,,0
218,鎌倉市,鎌倉市長谷3丁目,,,,,,,,,,,0
219,鎌倉市,鎌倉市長谷4丁目,,,,,,,,,,,0
220,鎌倉市,鎌倉市長谷5丁目,,,,,,,,,,,0
221,鎌倉市,鎌倉市津西1丁目,,,,,,,17,政策ビラ,,,17
222,鎌倉市,鎌倉市津西2丁目,,,,,,,348,政策ビラ,,,348
223,鎌倉市,鎌倉市笛田1丁目,,,,,,,,,,,0
224,鎌倉市,鎌倉市笛田2丁目,,,,,,,,,,,0
225,鎌倉市,鎌倉市笛田3丁目,,,,,,,,,,,0
226,鎌倉市,鎌倉市笛田4丁目,,,,,,,,,,,0
227,鎌倉市,鎌倉市笛田5丁目,,,,,,,,,,,0
228,鎌倉市,鎌倉市笛田6丁目,,,,,,,,,,,0
229,鎌倉市,鎌倉市由比ガ浜1丁目,,,,,,,,,,,0
230,鎌倉市,鎌倉市由比ガ浜2丁目,,,,,,,,,,,0
231,鎌倉市,鎌倉市由比ガ浜3丁目,,,,,,,,,,,0
232,鎌倉市,鎌倉市由比ガ浜4丁目,,,,,,,,,,,0
233,足柄上郡大井町,足柄上郡大井町金子,,,,,,,,,,,0
234,足柄上郡大井町,足柄上郡大井町金手,,,,,,,,,,,0
235,足柄上郡大井町,足柄上郡大井町高尾,,,,,,,,,,,0
236,足柄上郡大井町,足柄上郡大井町山田,,,,,,,,,,,0
237,足柄上郡大井町,足柄上郡大井町篠窪,,,,,,,,,,,0
238,足柄上郡大井町,足柄上郡大井町上大井,,,,,,,,,,,0
239,足柄上郡大井町,足柄上郡大井町西大井,,,,,,,,,,,0
240,足柄上郡大井町,足柄上郡大井町赤田,,,,,,,,,,,0
241,足柄上郡大井町,足柄上郡大井町柳,,,,,,,,,,,0
242,足柄上郡大井町,足柄上郡大井町金子中の町,,,,,,,,,,,0
243,足柄上郡大井町,足柄上郡大井町金子深町,,,,,,,,,,,0
244,愛甲郡愛川町,愛甲郡愛川町角田,,,,,,,,,,,0
245,愛甲郡愛川町,愛甲郡愛川町三増,,,,,,,,,,,0
246,愛甲郡愛川町,愛甲郡愛川町春日台,,,,,,,,,,,0
247,愛甲郡愛川町,愛甲郡愛川町棚澤,,,,,,,,,,,0
248,愛甲郡愛川町,愛甲郡愛川町中津,,,,,,,,,,,0
249,愛甲郡愛川町,愛甲郡愛川町田代,,,,,,,,,,,0
250,愛甲郡愛川町,愛甲郡愛川町八菅山,,,,,,,,,,,0
251,愛甲郡愛川町,愛甲郡愛川町半原,,,,,,,,,,,0
252,愛甲郡愛川町,愛甲郡愛川町春日台1丁目,,,,,,,,,,,0
253,愛甲郡愛川町,愛甲郡愛川町春日台2丁目,,,,,,,,,,,0
254,愛甲郡愛川町,愛甲郡愛川町春日台3丁目,,,,,,,,,,,0
255,愛甲郡愛川町,愛甲郡愛川町春日台4丁目,,,,,,,,,,,0
256,愛甲郡愛川町,愛甲郡愛川町春日台5丁目,,,,,,,,,,,0
257,愛甲郡愛川町,愛甲郡愛川町田代戸倉,,,,,,,,,,,0
258,足柄上郡開成町,足柄上郡開成町みなみ,,,,,,,,,,,0
259,足柄上郡開成町,足柄上郡開成町円通寺,,,,,,,,,,,0
260,足柄上郡開成町,足柄上郡開成町延沢,,,,,,,,,,,0
261,足柄上郡開成町,足柄上郡開成町岡野,,,,,,,,,,,0
262,足柄上郡開成町,足柄上郡開成町吉田島,,,,,,,,,,,0
263,足柄上郡開成町,足柄上郡開成町宮台,,,,,,,,,,,0
264,足柄上郡開成町,足柄上郡開成町牛島,,,,,,,,,,,0
265,足柄上郡開成町,足柄上郡開成町金井島,,,,,,,,,,,0
266,足柄上郡開成町,足柄上郡開成町中之名,,,,,,,,,,,0
267,足柄上郡開成町,足柄上郡開成町みなみ1丁目,,,,,,,,,,,0
268,足柄上郡開成町,足柄上郡開成町みなみ2丁目,,,,,,,,,,,0
269,足柄上郡開成町,足柄上郡開成町みなみ3丁目,,,,,,,,,,,0
270,足柄上郡開成町,足柄上郡開成町みなみ4丁目,,,,,,,,,,,0
271,足柄上郡開成町,足柄上郡開成町みなみ5丁目,,,,,,,,,,,0
272,足柄上郡中井町,足柄上郡中井町井ノ口,,,,,,,,,,,0
273,足柄上郡中井町,足柄上郡中井町遠藤,,,,,,,,,,,0
274,足柄上郡中井町,足柄上郡中井町鴨沢,,,,,,,,,,,0
275,足柄上郡中井町,足柄上郡中井町岩倉,,,,,,,,,,,0
276,足柄上郡中井町,足柄上郡中井町久所,,,,,,,,,,,0
277,足柄上郡中井町,足柄上郡中井町境,,,,,,,,,,,0
278,足柄上郡中井町,足柄上郡中井町境別所,,,,,,,,,,,0
279,足柄上郡中井町,足柄上郡中井町古怒田,,,,,,,,,,,0
280,足柄上郡中井町,足柄上郡中井町雑色,,,,,,,,,,,0
281,足柄上郡中井町,足柄上郡中井町松本,,,,,,,,,,,0
282,足柄上郡中井町,足柄上郡中井町田中,,,,,,,,,,,0
283,足柄上郡中井町,足柄上郡中井町藤沢,,,,,,,,,,,0
284,足柄上郡中井町,足柄上郡中井町半分形,,,,,,,,,,,0
285,足柄上郡中井町,足柄上郡中井町比奈窪,,,,,,,,,,,0
286,足柄上郡中井町,足柄上郡中井町北田,,,,,,,,,,,0
287,足柄上郡中井町,足柄上郡中井町井ノ口米山,,,,,,,,,,,0
288,横浜市都筑区,横浜市都筑区あゆみが丘,,,,,,,,,,,0
289,横浜市都筑区,横浜市都筑区すみれが丘,,,,,,,,,,,0
290,横浜市都筑区,横浜市都筑区荏田東,,,,,,,,,,,0
291,横浜市都筑区,横浜市都筑区荏田東町,,,,,,,,,,,0
292,横浜市都筑区,横浜市都筑区荏田南,,,,,,,,,,,0
293,横浜市都筑区,横浜市都筑区荏田南町,,,,,,,,,,,0
294,横浜市都筑区,横浜市都筑区加賀原,,,,,,,,,,,0
295,横浜市都筑区,横浜市都筑区葛が谷,,,,,,,,,,,0
296,横浜市都筑区,横浜市都筑区茅ケ崎中央,,,,,,,,,,,0
297,横浜市都筑区,横浜市都筑区茅ケ崎町,,,,,,,,,,,0
298,横浜市都筑区,横浜市都筑区茅ケ崎東,,,,,,,,,,,0
299,横浜市都筑区,横浜市都筑区茅ケ崎南,,,,,,,,,,,0
300,横浜市都筑区,横浜市都筑区牛久保,,,,,,,,,,,0
301,横浜市都筑区,横浜市都筑区牛久保西,,,,,,,,,,,0
302,横浜市都筑区,横浜市都筑区牛久保町,,,,,,,,,,,0
303,横浜市都筑区,横浜市都筑区牛久保東,,,,,,,,,,,0
304,横浜市都筑区,横浜市都筑区見花山,,,,,,,,,,,0
305,横浜市都筑区,横浜市都筑区高山,,,,,,,,,,,0
306,横浜市都筑区,横浜市都筑区佐江戸町,,,,,,,,,,,0
307,横浜市都筑区,横浜市都筑区桜並木,,,,,,,,,,,0
308,横浜市都筑区,横浜市都筑区勝田町,,,,,,,,,,,0
309,横浜市都筑区,横浜市都筑区勝田南,,,,,,,,,,,0
310,横浜市都筑区,横浜市都筑区新栄町,,,,,,,,,,,0
311,横浜市都筑区,横浜市都筑区折本町,,,,,,,,,,,0
312,横浜市都筑区,横浜市都筑区川向町,,,,,,,,,,,0
313,横浜市都筑区,横浜市都筑区川和台,,,,,,,,,,,0
314,横浜市都筑区,横浜市都筑区川和町,,,,,,,,,,,0
315,横浜市都筑区,横浜市都筑区早渕,,,,,,,,,,,0
316,横浜市都筑区,横浜市都筑区大丸,,,,,,,,,,,0
317,横浜市都筑区,横浜市都筑区大熊町,,,,,,,,,,,0
318,横浜市都筑区,横浜市都筑区大棚西,,,,,,,,,,,0
319,横浜市都筑区,横浜市都筑区大棚町,,,,,,,,,,,0
320,横浜市都筑区,横浜市都筑区池辺町,,,,,,,,,,,0
321,横浜市都筑区,横浜市都筑区中川,,,,,,,,,,,0
322,横浜市都筑区,横浜市都筑区中川中央,,,,,,,,,,,0
323,横浜市都筑区,横浜市都筑区仲町台,,,,,,,,,,,0
324,横浜市都筑区,横浜市都筑区長坂,,,,,,,,,,,0
325,横浜市都筑区,横浜市都筑区東山田,,,,,,,,,,,0
326,横浜市都筑区,横浜市都筑区東山田町,,,,,,,,,,,0
327,横浜市都筑区,横浜市都筑区東方町,,,,,,,,,,,0
328,横浜市都筑区,横浜市都筑区南山田,,,,,,,,,,,0
329,横浜市都筑区,横浜市都筑区南山田町,,,,,,,,,,,0
330,横浜市都筑区,横浜市都筑区二の丸,,,,,,,,,,,0
331,横浜市都筑区,横浜市都筑区富士見が丘,,,,,,,,,,,0
332,横浜市都筑区,横浜市都筑区平台,,,,,,,,,,,0
333,横浜市都筑区,横浜市都筑区北山田,,,,,,,,,,,0
334,横浜市都筑区,横浜市都筑区荏田東1丁目,,,,,,,,,,,0
335,横浜市都筑区,横浜市都筑区荏田東2丁目,,,,,,,,,,,0
336,横浜市都筑区,横浜市都筑区荏田東3丁目,,,,,,,,,,,0
337,横浜市都筑区,横浜市都筑区荏田東4丁目,,,,,,,,,,,0
338,横浜市都筑区,横浜市都筑区荏田南1丁目,,,,,,,,,,,0
339,横浜市都筑区,横浜市都筑区荏田南2丁目,,,,,,,,,,,0
340,横浜市都筑区,横浜市都筑区荏田南3丁目,,,,,,,,,,,0
341,横浜市都筑区,横浜市都筑区荏田南4丁目,,,,,,,,,,,0
342,横浜市都筑区,横浜市都筑区荏田南5丁目,,,,,,,,,,,0
343,横浜市都筑区,横浜市都筑区加賀原1丁目,,,,,,,,,,,0
344,横浜市都筑区,横浜市都筑区加賀原2丁目,,,,,,,,,,,0
345,横浜市都筑区,横浜市都筑区茅ケ崎東1丁目,,,,,,,,,,,0
346,横浜市都筑区,横浜市都筑区茅ケ崎東2丁目,,,,,,,,,,,0
347,横浜市都筑区,横浜市都筑区茅ケ崎東3丁目,,,,,,,,,,,0
348,横浜市都筑区,横浜市都筑区茅ケ崎東4丁目,,,,,,,,,,,0
349,横浜市都筑区,横浜市都筑区茅ケ崎東5丁目,,,,,,,,,,,0
350,横浜市都筑区,横浜市都筑区茅ケ崎南1丁目,,,,,,,,,,,0
351,横浜市都筑区,横浜市都筑区茅ケ崎南2丁目,,,,,,,,,,,0
352,横浜市都筑区,横浜市都筑区茅ケ崎南3丁目,,,,,,,,,,,0
353,横浜市都筑区,横浜市都筑区茅ケ崎南4丁目,,,,,,,,,,,0
354,横浜市都筑区,横浜市都筑区茅ケ崎南5丁目,,,,,,,,,,,0
355,横浜市都筑区,横浜市都筑区牛久保1丁目,,,,,,,,,,,0
356,横浜市都筑区,横浜市都筑区牛久保2丁目,,,,,,,,,,,0
357,横浜市都筑区,横浜市都筑区牛久保3丁目,,,,,,,,,,,0
358,横浜市都筑区,横浜市都筑区牛久保西1丁目,,,,,,,,,,,0
359,横浜市都筑区,横浜市都筑区牛久保西2丁目,,,,,,,,,,,0
360,横浜市都筑区,横浜市都筑区牛久保西3丁目,,,,,,,,,,,0
361,横浜市都筑区,横浜市都筑区牛久保西4丁目,,,,,,,,,,,0
362,横浜市都筑区,横浜市都筑区牛久保東1丁目,,,,,,,,,,,0
363,横浜市都筑区,横浜市都筑区牛久保東2丁目,,,,,,,,,,,0
364,横浜市都筑区,横浜市都筑区牛久保東3丁目,,,,,,,,,,,0
365,横浜市都筑区,横浜市都筑区勝田南1丁目,,,,,,,,,,,0
366,横浜市都筑区,横浜市都筑区勝田南2丁目,,,,,,,,,,,0
367,横浜市都筑区,横浜市都筑区早渕1丁目,,,,,,,,,,,0
368,横浜市都筑区,横浜市都筑区早渕2丁目,,,,,,,,,,,0
369,横浜市都筑区,横浜市都筑区早渕3丁目,,,,,,,,,,,0
370,横浜市都筑区,横浜市都筑区中川1丁目,,,,,,,,,,,0
371,横浜市都筑区,横浜市都筑区中川2丁目,,,,,,,,,,,0
372,横浜市都筑区,横浜市都筑区中川3丁目,,,,,,,,,,,0
373,横浜市都筑区,横浜市都筑区中川4丁目,,,,,,,,,,,0
374,横浜市都筑区,横浜市都筑区中川5丁目,,,,,,,,,,,0
